GeneSetId,GeneCount,Chromosome,RangeStart,RangeEnd,TotalFragments,Duplicates,SupportingTrans,Unspliced,AltSJ,Chimeric,LowMapQual,ForwardStrand,ReverseStrand,Genes
chr12_1148,1,chr12,130872037,130877678,0,0,0,0,0,0,0,0,0,RAN
chr18_353,1,chr18,63123346,63320128,0,0,0,0,0,0,0,0,0,BCL2
chr11_1187,1,chr11,89966037,89974072,0,0,0,0,0,0,0,0,0,TRIM64
chr19_13,1,chr19,361747,376026,165,12,165,0,0,0,0,78,87,THEG
chr12_1149,2,chr12,130953907,131141469,0,0,0,0,0,0,0,0,0,ADGRD1;ADGRD1-AS1
chr18_354,1,chr18,63327726,63367228,0,0,0,0,0,0,0,0,0,KDSR
chr11_1188,1,chr11,89981441,89989559,0,0,0,0,0,0,0,0,0,TRIM51EP
chr12_1150,1,chr12,131165011,131232940,0,0,0,0,0,0,0,0,0,LINC01257
chr18_355,1,chr18,63367295,63381631,0,0,0,0,0,0,0,0,0,KDSR-DT
chr11_1189,1,chr11,89993536,89999741,0,0,0,0,0,0,0,0,0,TRIM53AP
chr19_14,1,chr19,405445,409147,310,17,310,0,0,0,2,156,154,C2CD4C
chr12_1151,1,chr12,131292068,131293176,0,0,0,0,0,0,0,0,0,RPS6P20
chr18_356,1,chr18,63389190,63422483,0,0,0,0,0,0,0,0,0,VPS4B
chr11_1190,1,chr11,90031106,90042025,0,0,0,0,0,0,0,0,0,TRIM49C
chr12_1152,1,chr12,131296110,131297972,0,0,0,0,0,0,0,0,0,LINC02415
chr19_15,2,chr19,416589,461033,252,16,252,0,0,0,0,120,132,SHC2;RNA5SP462
chr18_357,2,chr18,63476958,63505085,0,0,0,0,0,0,0,0,0,SERPINB5;ATP5MC1P6
chr11_1191,1,chr11,90057605,90062999,0,0,0,0,0,0,0,0,0,TRIM64EP
chr12_1153,1,chr12,131299640,131299751,0,0,0,0,0,0,0,0,0,RNA5SP376
chr18_358,1,chr18,63542369,63569329,0,0,0,0,0,0,0,0,0,SERPINB12
chr11_1192,1,chr11,90085950,90087131,0,0,0,0,0,0,0,0,0,UBTFL1
chr19_16,1,chr19,463346,474983,159,13,159,0,0,0,0,77,82,ODF3L2
chr12_1154,1,chr12,131347470,131367555,0,0,0,0,0,0,0,0,0,LINC02370
chr18_359,1,chr18,63586989,63604639,0,0,0,0,0,0,0,0,0,SERPINB13
chr11_1193,1,chr11,90131515,90192894,0,0,0,0,0,0,0,0,0,NAALAD2
chr19_17,3,chr19,489176,519654,265,15,265,0,0,0,0,133,132,MADCAM1;MADCAM1-AS1;TPGS1
chr12_1155,2,chr12,131639396,131661823,0,0,0,0,0,0,0,0,0,LINC02414;RNA5SP377
chr18_360,1,chr18,63637259,63644256,0,0,0,0,0,0,0,0,0,SERPINB4
chr11_1194,1,chr11,90200429,90223077,0,0,0,0,0,0,0,0,0,CHORDC1
chr12_1156,1,chr12,131667492,131668246,0,0,0,0,0,0,0,0,0,RPS6P21
chr19_18,1,chr19,531760,542092,142,10,142,0,0,0,0,75,67,CDC34
chr18_361,2,chr18,63647579,63726432,0,0,0,0,0,0,0,0,0,SERPINB11;SERPINB3
chr11_1195,4,chr11,90251204,90915052,0,0,0,0,0,0,0,0,0,DISC1FP1;TUBAP2;MIR4490;MIR1261
chr12_1157,1,chr12,131711081,131799738,0,0,0,0,0,0,0,0,0,SFSWAP
chr19_19,1,chr19,544034,549924,92,11,92,0,0,0,0,47,45,GZMM
chr18_362,1,chr18,63752935,63805376,0,0,0,0,0,0,0,0,0,SERPINB7
chr11_1196,1,chr11,91114724,91115951,0,0,0,0,0,0,0,0,0,OSBPL9P2
chr12_1158,1,chr12,131801315,131801434,0,0,0,0,0,0,0,0,0,RNA5SP378
chr18_363,1,chr18,63871692,63903888,0,0,0,0,0,0,0,0,0,SERPINB2
chr11_1197,1,chr11,91115961,91116555,0,0,0,0,0,0,0,0,0,OSBPL9P3
chr12_1159,1,chr12,131815263,131815368,0,0,0,0,0,0,0,0,0,RNU6-1017P
chr18_364,1,chr18,63907958,63936111,0,0,0,0,0,0,0,0,0,SERPINB10
chr19_20,2,chr19,562360,583494,195,13,195,0,0,0,2,97,98,BSG-AS1;BSG
chr11_1198,1,chr11,91157994,91234388,0,0,0,0,0,0,0,0,0,LINC02748
chr12_1160,1,chr12,131828393,131851783,0,0,0,0,0,0,0,0,0,MMP17
chr18_365,2,chr18,63949301,64019779,0,0,0,0,0,0,0,0,0,HMSD;SERPINB8
chr11_1199,1,chr11,91794319,91872086,0,0,0,0,0,0,0,0,0,LINC02756
chr12_1161,1,chr12,131894622,131923150,0,0,0,0,0,0,0,0,0,ULK1
chr19_21,1,chr19,589881,617159,342,24,342,0,0,0,0,174,168,HCN2
chr18_366,4,chr18,64041555,64423601,0,0,0,0,0,0,0,0,0,LINC01924;RPL12P39;LINC00305;LINC01538
chr11_1200,1,chr11,91949731,91950034,0,0,0,0,0,0,0,0,0,TUBB4BP4
chr12_1162,1,chr12,131929200,131945896,0,0,0,0,0,0,0,0,0,PUS1
chr18_367,1,chr18,65423958,65448167,0,0,0,0,0,0,0,0,0,LINC01916
chr11_1201,1,chr11,92161106,92161889,0,0,0,0,0,0,0,0,0,RPL7AP57
chr19_22,1,chr19,617221,633537,377,20,377,0,0,0,0,177,200,POLRMT
chr12_1163,2,chr12,131949942,132080460,0,0,0,0,0,0,0,0,0,EP400;SNORA49
chr18_368,1,chr18,65750252,65890337,0,0,0,0,0,0,0,0,0,CDH7
chr11_1202,4,chr11,92224818,92896473,0,0,0,0,0,0,0,0,0,FAT3;NDUFB11P1;PGAM1P9;RPS3AP42
chr12_1164,1,chr12,132104021,132127177,0,0,0,0,0,0,0,0,0,EP400P1
chr19_23,1,chr19,639879,644373,131,11,131,0,0,0,0,67,64,FGF22
chr18_369,1,chr18,66068750,66069647,0,0,0,0,0,0,0,0,0,PRPF19P1
chr11_1203,1,chr11,92913227,92915644,0,0,0,0,0,0,0,0,0,LINC02746
chr12_1165,1,chr12,132136594,132144319,0,0,0,0,0,0,0,0,0,DDX51
chr18_370,1,chr18,66501083,66604138,0,0,0,0,0,0,0,0,0,CDH19
chr19_24,1,chr19,647526,663233,163,11,163,0,0,0,0,95,68,RNF126
chr11_1204,1,chr11,92937441,92937666,0,0,0,0,0,0,0,0,0,SNRPGP16
chr12_1166,1,chr12,132144457,132152473,0,0,0,0,0,0,0,0,0,NOC4L
chr18_371,1,chr18,66946116,66946222,0,0,0,0,0,0,0,0,0,RNU6-1037P
chr11_1205,1,chr11,92969651,92985066,0,0,0,0,0,0,0,0,0,MTNR1B
chr12_1167,1,chr12,132186735,132189728,0,0,0,0,0,0,0,0,0,LINC02361
chr19_25,1,chr19,676392,683392,250,13,250,0,0,0,0,126,124,FSTL3
chr18_372,1,chr18,67081584,67081686,0,0,0,0,0,0,0,0,0,MIR5011
chr11_1206,1,chr11,93052395,93052827,0,0,0,0,0,0,0,0,0,RPL26P31
chr12_1168,1,chr12,132196372,132329589,0,0,0,0,0,0,0,0,0,GALNT9
chr19_26,2,chr19,685546,695498,104,13,104,0,0,0,0,52,52,PRSS57;RPS2P52
chr11_1207,1,chr11,93144174,93197991,0,0,0,0,0,0,0,0,0,SLC36A4
chr12_1169,2,chr12,132489551,132585188,0,0,0,0,0,0,0,0,0,FBRSL1;MIR6763
chr18_373,1,chr18,67137611,67137751,0,0,0,0,0,0,0,0,0,RPL31P9
chr11_1208,1,chr11,93329971,93438487,0,0,0,0,0,0,0,0,0,DEUP1
chr12_1170,1,chr12,132603150,132610582,0,0,0,0,0,0,0,0,0,LRCOL1
chr19_27,1,chr19,708935,748329,289,16,288,0,1,0,3,150,138,PALM
chr18_374,4,chr18,67506587,67899619,0,0,0,0,0,0,0,0,0,DSEL;DSEL-AS1;FAM32DP;LINC01903
chr12_1171,1,chr12,132618776,132622388,0,0,0,0,0,0,0,0,0,P2RX2
chr11_1209,2,chr11,93478472,93543391,0,0,0,0,0,0,0,0,0,SMCO4;SRP14P2
chr18_375,1,chr18,68258080,68264827,0,0,0,0,0,0,0,0,0,LINC01912
chr19_28,1,chr19,751112,764318,288,16,288,0,0,0,0,137,151,MISP
chr12_1172,1,chr12,132623753,132687376,0,0,0,0,0,0,0,0,0,POLE
chr11_1210,1,chr11,93556913,93557206,0,0,0,0,0,0,0,0,0,RN7SL223P
chr18_376,1,chr18,68455951,68456877,0,0,0,0,0,0,0,0,0,AKR1B10P2
chr19_29,1,chr19,782755,786092,0,0,0,0,0,0,0,0,0,LINC01836
chr12_1173,1,chr12,132687587,132704985,0,0,0,0,0,0,0,0,0,PXMP2
chr11_1211,14,chr11,93661682,93814963,0,0,0,0,0,0,0,0,0,CEP295;SCARNA9;TAF1D;SNORA25;SNORA32;SNORD6;SNORA1;SNORA8;SNORD5;SNORA18;MIR1304;SNORA40;C11orf54;MED17
chr18_377,1,chr18,68527970,68528123,0,0,0,0,0,0,0,0,0,MTL3P
chr12_1174,1,chr12,132710819,132722734,0,0,0,0,0,0,0,0,0,PGAM5
chr11_1212,1,chr11,93818232,93850618,0,0,0,0,0,0,0,0,0,VSTM5
chr18_378,1,chr18,68673688,68715108,0,0,0,0,0,0,0,0,0,TMX3
chr12_1175,1,chr12,132723945,132724057,0,0,0,0,0,0,0,0,0,RNA5SP379
chr11_1213,1,chr11,93998643,93999218,0,0,0,0,0,0,0,0,0,HPRT1P3
chr19_30,2,chr19,797075,812327,321,13,320,0,1,0,0,164,156,PTBP1;MIR4745
chr18_379,3,chr18,68715209,69055189,0,0,0,0,0,0,0,0,0,CCDC102B;RNU6-39P;SDHCP1
chr12_1176,1,chr12,132725503,132761832,0,0,0,0,0,0,0,0,0,ANKLE2
chr11_1214,2,chr11,94021354,94114208,0,0,0,0,0,0,0,0,0,HEPHL1;PHBP16
chr18_380,2,chr18,69400888,69961803,0,0,0,0,0,0,0,0,0,DOK6;CD226
chr19_31,2,chr19,812488,821955,231,14,231,0,0,0,0,120,111,PLPPR3;MIR3187
chr12_1177,6,chr12,132768902,132956306,0,0,0,0,0,0,0,0,0,GOLGA3;CHFR;RPS11P5;RNU6-327P;CHFR-DT;ZNF605
chr11_1215,1,chr11,94128841,94181968,0,0,0,0,0,0,0,0,0,PANX1
chr18_381,1,chr18,70003031,70205726,0,0,0,0,0,0,0,0,0,RTTN
chr12_1178,1,chr12,132972338,132972890,0,0,0,0,0,0,0,0,0,NANOGNBP2
chr19_32,1,chr19,825097,832018,91,5,91,0,0,0,0,40,51,AZU1
chr11_1216,1,chr11,94188449,94188997,0,0,0,0,0,0,0,0,0,ARPC3P3
chr18_382,1,chr18,70289045,70330199,0,0,0,0,0,0,0,0,0,SOCS6
chr12_1179,4,chr12,132986365,133037222,0,0,0,0,0,0,0,0,0,ZNF26;RNU4ATAC12P;ZNF84-DT;PTP4A1P2
chr19_33,1,chr19,840999,848175,99,10,99,0,0,0,0,52,47,PRTN3
chr11_1217,1,chr11,94304580,94308146,0,0,0,0,0,0,0,0,0,IZUMO1R
chr18_383,2,chr18,70335439,70352459,0,0,0,0,0,0,0,0,0,LINC01909;LIVAR
chr12_1180,1,chr12,133037292,133063304,0,0,0,0,0,0,0,0,0,ZNF84
chr11_1218,1,chr11,94377316,94401419,0,0,0,0,0,0,0,0,0,GPR83
chr19_34,1,chr19,851014,856247,91,9,91,0,0,0,0,57,34,ELANE
chr18_384,1,chr18,70380140,70384591,0,0,0,0,0,0,0,0,0,LINC01910
chr12_1181,3,chr12,133080474,133130274,0,0,0,0,0,0,0,0,0,ZNF140;ZNF891;RPL23AP67
chr11_1219,2,chr11,94415570,94493885,0,0,0,0,0,0,0,0,0,MRE11;MIR548L
chr18_385,1,chr18,70412055,70412391,0,0,0,0,0,0,0,0,0,LARP7P3
chr12_1182,1,chr12,133130575,133159465,0,0,0,0,0,0,0,0,0,ZNF10
chr11_1220,1,chr11,94493979,94499578,0,0,0,0,0,0,0,0,0,ANKRD49
chr19_35,2,chr19,859453,893218,408,28,408,0,0,0,1,207,201,CFD;MED16
chr18_386,1,chr18,70430231,70431125,0,0,0,0,0,0,0,0,0,RPS2P6
chr12_1183,1,chr12,133181409,133214832,0,0,0,0,0,0,0,0,0,ZNF268
chr11_1221,1,chr11,94512461,94532123,0,0,0,0,0,0,0,0,0,C11orf97
chr19_36,1,chr19,893484,893590,0,0,0,0,0,0,0,0,0,RNU6-9
chr18_387,1,chr18,70512727,70513008,0,0,0,0,0,0,0,0,0,RN7SL795P
chr12_1184,1,chr12,133218312,133235877,0,0,0,0,0,0,0,0,0,ANHX
chr11_1222,5,chr11,94543840,94876748,0,0,0,0,0,0,0,0,0,PIWIL4;FUT4;PIWIL4-AS1;LINC02700;AMOTL1
chr18_388,1,chr18,70630519,70650953,0,0,0,0,0,0,0,0,0,GTSCR1
chr19_37,1,chr19,896503,913245,180,10,180,0,0,0,0,93,87,R3HDM4
chr12_1185,1,chr12,133238335,133238438,0,0,0,0,0,0,0,0,0,RNU6-717P
chr11_1223,1,chr11,94913047,94913766,0,0,0,0,0,0,0,0,0,ST13P11
chr18_389,1,chr18,71519962,71578956,0,0,0,0,0,0,0,0,0,LINC01541
chr20_0,1,chr20,87250,97094,0,0,0,0,0,0,0,0,0,DEFB125
chr19_38,1,chr19,917287,921005,162,10,162,0,0,0,2,89,73,KISS1R
chr11_1224,1,chr11,94962620,94973586,0,0,0,0,0,0,0,0,0,CWC15
chr18_390,1,chr18,71732615,71788128,0,0,0,0,0,0,0,0,0,LINC01899
chr20_1,1,chr20,142590,145751,0,0,0,0,0,0,0,0,0,DEFB126
chr11_1225,1,chr11,94973709,94999519,0,0,0,0,0,0,0,0,0,KDM4D
chr18_391,2,chr18,72536680,72638521,0,0,0,0,0,0,0,0,0,CBLN2;HNRNPA1P11
chr19_39,1,chr19,925781,975939,595,31,595,0,0,0,0,305,290,ARID3A
chr20_2,1,chr20,157454,159163,0,0,0,0,0,0,0,0,0,DEFB127
chr11_1226,1,chr11,95025258,95027596,0,0,0,0,0,0,0,0,0,KDM4E
chr18_392,3,chr18,72742314,72868146,0,0,0,0,0,0,0,0,0,NETO1;RNA5SP460;MIR548AV
chr20_3,1,chr20,187853,189711,0,0,0,0,0,0,0,0,0,DEFB128
chr19_40,1,chr19,984332,998438,152,13,152,0,0,0,0,74,78,WDR18
chr11_1227,1,chr11,95048142,95051338,0,0,0,0,0,0,0,0,0,KDM4F
chr18_393,1,chr18,72868388,72881404,0,0,0,0,0,0,0,0,0,NETO1-DT
chr20_4,1,chr20,227258,229886,0,0,0,0,0,0,0,0,0,DEFB129
chr11_1228,1,chr11,95066919,95071225,0,0,0,0,0,0,0,0,0,SRSF8
chr18_394,1,chr18,73151241,73264480,0,0,0,0,0,0,0,0,0,LINC02864
chr20_5,1,chr20,257724,261096,0,0,0,0,0,0,0,0,0,DEFB132
chr11_1229,1,chr11,95089846,95132645,0,0,0,0,0,0,0,0,0,ENDOD1
chr19_41,2,chr19,1000419,1021179,597,31,597,0,0,0,0,300,297,GRIN3B;TMEM259
chr18_395,1,chr18,73324941,73349879,0,0,0,0,0,0,0,0,0,LINC02582
chr20_6,1,chr20,270863,290778,0,0,0,0,0,0,0,0,0,C20orf96
chr11_1230,1,chr11,95143637,95145125,0,0,0,0,0,0,0,0,0,BUD13P1
chr19_42,1,chr19,1021522,1021628,0,0,0,0,0,0,0,0,0,RNU6-2
chr18_396,1,chr18,73744935,73745232,0,0,0,0,0,0,0,0,0,RN7SL401P
chr20_7,1,chr20,297570,300321,0,0,0,0,0,0,0,0,0,ZCCHC3
chr11_1231,1,chr11,95165513,95232541,0,0,0,0,0,0,0,0,0,SESN3
chr18_397,1,chr18,74073353,74147843,0,0,0,0,0,0,0,0,0,FBXO15
chr19_43,1,chr19,1026586,1039068,215,13,215,0,0,0,0,106,109,CNN2
chr20_8,3,chr20,316860,359660,0,0,0,0,0,0,0,0,0,NRSN2-AS1;SOX12;NRSN2
chr18_398,1,chr18,74148523,74160531,0,0,0,0,0,0,0,0,0,TIMM21
chr11_1232,4,chr11,95768953,95925315,0,0,0,0,0,0,0,0,0,FAM76B;CEP57;MTMR2;RNA5SP345
chr20_9,1,chr20,362835,397559,0,0,0,0,0,0,0,0,0,TRIB3
chr18_399,1,chr18,74227506,74227803,0,0,0,0,0,0,0,0,0,RN7SL551P
chr11_1233,1,chr11,95963219,95963624,0,0,0,0,0,0,0,0,0,RPL32P25
chr19_44,1,chr19,1039997,1065572,681,35,681,0,0,0,1,327,354,ABCA7
chr20_10,2,chr20,407498,462566,0,0,0,0,0,0,0,0,0,RBCK1;TBC1D20
chr18_400,1,chr18,74250846,74291973,0,0,0,0,0,0,0,0,0,CYB5A
chr11_1234,2,chr11,95976598,96343195,0,0,0,0,0,0,0,0,0,MAML2;MIR1260B
chr20_11,1,chr20,472498,543835,0,0,0,0,0,0,0,0,0,CSNK2A1
chr18_401,1,chr18,74315839,74359189,0,0,0,0,0,0,0,0,0,C18orf63
chr11_1235,1,chr11,96349241,96389956,0,0,0,0,0,0,0,0,0,CCDC82
chr20_12,1,chr20,604257,610309,0,0,0,0,0,0,0,0,0,TCF15
chr18_402,1,chr18,74389884,74390297,0,0,0,0,0,0,0,0,0,FAUP1
chr19_45,2,chr19,1065923,1095380,712,41,712,0,0,0,0,360,352,ARHGAP45;POLR2E
chr11_1236,3,chr11,96389989,96507574,0,0,0,0,0,0,0,0,0,JRKL;JRKL-AS1;RNA5SP346
chr20_13,1,chr20,646615,653200,0,0,0,0,0,0,0,0,0,SRXN1
chr18_403,1,chr18,74409415,74413209,0,0,0,0,0,0,0,0,0,LINC01922
chr11_1237,1,chr11,96508425,96514748,0,0,0,0,0,0,0,0,0,LINC02737
chr19_46,1,chr19,1103982,1106791,85,11,83,0,2,0,0,40,43,GPX4
chr20_14,1,chr20,661596,675802,0,0,0,0,0,0,0,0,0,SCRT2
chr18_404,1,chr18,74434775,74457944,0,0,0,0,0,0,0,0,0,DIPK1C
chr11_1238,1,chr11,97000274,97000711,0,0,0,0,0,0,0,0,0,MED28P5
chr20_15,1,chr20,760080,776015,0,0,0,0,0,0,0,0,0,SLC52A3
chr18_405,1,chr18,74495816,74523454,0,0,0,0,0,0,0,0,0,CNDP2
chr11_1239,1,chr11,97222644,97259987,0,0,0,0,0,0,0,0,0,LINC02553
chr19_47,1,chr19,1107637,1174268,491,25,491,0,0,0,0,233,258,SBNO2
chr20_16,2,chr20,833715,857463,0,0,0,0,0,0,0,0,0,FAM110A;RPS10P5
chr18_406,1,chr18,74534500,74587212,0,0,0,0,0,0,0,0,0,CNDP1
chr11_1240,1,chr11,97657464,97657582,0,0,0,0,0,0,0,0,0,RNA5SP347
chr20_17,1,chr20,869900,916334,0,0,0,0,0,0,0,0,0,ANGPT4
chr18_407,2,chr18,74590317,75065671,0,0,0,0,0,0,0,0,0,ZNF407-AS1;ZNF407
chr11_1241,1,chr11,97878475,97959558,0,0,0,0,0,0,0,0,0,LINC02713
chr19_48,3,chr19,1177558,1238027,659,30,658,0,1,0,2,327,331,STK11;HMGB2P1;CBARP
chr20_18,1,chr20,958452,1002311,0,0,0,0,0,0,0,0,0,RSPO4
chr18_408,1,chr18,75195113,75209139,0,0,0,0,0,0,0,0,0,ZADH2
chr11_1242,3,chr11,99020949,100358885,0,0,0,0,0,0,0,0,0,CNTN5;RN7SKP53;RPA2P3
chr19_49,1,chr19,1238179,1239522,0,0,0,0,0,0,0,0,0,CBARP-DT
chr20_19,3,chr20,1113240,1189415,0,0,0,0,0,0,0,0,0,PSMF1;ACTG1P3;TMEM74B
chr18_409,1,chr18,75210755,75289950,0,0,0,0,0,0,0,0,0,TSHZ1
chr11_1243,1,chr11,100641975,100642273,0,0,0,0,0,0,0,0,0,RN7SL222P
chr20_20,1,chr20,1203454,1209076,0,0,0,0,0,0,0,0,0,C20orf202
chr19_50,1,chr19,1241746,1244825,99,9,99,0,0,0,0,49,50,ATP5F1D
chr18_410,1,chr18,75409476,75427703,0,0,0,0,0,0,0,0,0,SMIM21
chr11_1244,1,chr11,100666459,100666962,0,0,0,0,0,0,0,0,0,PPIAP43
chr20_21,2,chr20,1226044,1309328,0,0,0,0,0,0,0,0,0,RAD21L1;SNPH
chr18_411,1,chr18,75696044,75712851,0,0,0,0,0,0,0,0,0,LINC01898
chr11_1245,3,chr11,100684162,100993941,0,0,0,0,0,0,0,0,0,ARHGAP42-AS1;ARHGAP42;RN7SKP115
chr19_51,1,chr19,1248553,1259143,324,20,324,0,0,0,0,162,162,MIDN
chr20_22,4,chr20,1309909,1393164,0,0,0,0,0,0,0,0,0,SDCBP2;SDCBP2-AS1;FKBP1A;MIR6869
chr18_412,1,chr18,76209422,76221718,0,0,0,0,0,0,0,0,0,LINC01893
chr11_1246,2,chr11,101029624,101209591,0,0,0,0,0,0,0,0,0,PGR;PGR-AS1
chr20_23,2,chr20,1442162,1491587,0,0,0,0,0,0,0,0,0,NSFL1C;SIRPB2
chr18_413,2,chr18,76357682,76495242,0,0,0,0,0,0,0,0,0,ZNF516;ZNF516-AS1
chr11_1247,2,chr11,101451564,101872562,0,0,0,0,0,0,0,0,0,TRPC6;MIR3920
chr19_52,2,chr19,1259384,1274880,335,18,335,0,0,0,5,170,165,CIRBP;CIRBP-AS1
chr20_24,1,chr20,1529056,1529159,0,0,0,0,0,0,0,0,0,RNU6-917P
chr18_414,1,chr18,76495521,76498088,0,0,0,0,0,0,0,0,0,ZNF516-DT
chr11_1248,2,chr11,101890674,102001062,0,0,0,0,0,0,0,0,0,ANGPTL5;CEP126
chr20_25,1,chr20,1534251,1557705,0,0,0,0,0,0,0,0,0,SIRPD
chr19_53,1,chr19,1275530,1279244,87,15,87,0,0,0,0,46,41,FAM174C
chr18_415,2,chr18,76528652,76670111,0,0,0,0,0,0,0,0,0,LINC00683;LINC01927
chr11_1249,2,chr11,102047437,102084554,0,0,0,0,0,0,0,0,0,CFAP300;RNA5SP535
chr20_26,1,chr20,1561385,1620061,0,0,0,0,0,0,0,0,0,SIRPB1
chr18_416,1,chr18,76686058,76693636,0,0,0,0,0,0,0,0,0,LINC01879
chr11_1250,1,chr11,102110447,102233424,0,0,0,0,0,0,0,0,0,YAP1
chr19_54,1,chr19,1285873,1301431,242,9,242,0,0,0,0,117,125,EFNA2
chr20_27,2,chr20,1629152,1657779,0,0,0,0,0,0,0,0,0,SIRPG;SIRPG-AS1
chr18_417,1,chr18,76703444,76704254,0,0,0,0,0,0,0,0,0,ARL2BPP1
chr11_1251,1,chr11,102313722,102313829,0,0,0,0,0,0,0,0,0,RNU6-952P
chr19_55,1,chr19,1307401,1307719,0,0,0,0,0,0,0,0,0,RPS15P9
chr20_28,2,chr20,1665283,1708200,0,0,0,0,0,0,0,0,0,SIRPB3P;RN7SL561P
chr18_418,1,chr18,76751305,76751841,0,0,0,0,0,0,0,0,0,CCND3P2
chr11_1252,1,chr11,102317484,102339403,0,0,0,0,0,0,0,0,0,BIRC3
chr20_29,1,chr20,1756756,1758940,0,0,0,0,0,0,0,0,0,CKAP2LP1
chr19_56,1,chr19,1354711,1378431,423,29,423,0,0,0,0,201,222,PWWP3A
chr18_419,2,chr18,76794732,76822295,0,0,0,0,0,0,0,0,0,ZNF236-DT;RNU6-346P
chr11_1253,1,chr11,102347211,102378670,0,0,0,0,0,0,0,0,0,BIRC2
chr20_30,1,chr20,1894167,1940592,0,0,0,0,0,0,0,0,0,SIRPA
chr11_1254,2,chr11,102396332,102470384,0,0,0,0,0,0,0,0,0,TMEM123;TMEM123-DT
chr18_420,2,chr18,76822557,76972901,0,0,0,0,0,0,0,0,0,ZNF236;RPL26P35
chr19_57,1,chr19,1383527,1395589,76,10,76,0,0,0,2,37,39,NDUFS7
chr20_31,2,chr20,1947246,2030028,0,0,0,0,0,0,0,0,0,PDYN-AS1;PDYN
chr11_1255,1,chr11,102520508,102530750,0,0,0,0,0,0,0,0,0,MMP7
chr18_421,1,chr18,76978827,77133683,0,0,0,0,0,0,0,0,0,MBP
chr19_58,1,chr19,1397026,1401570,111,4,111,0,0,0,0,51,60,GAMT
chr20_32,1,chr20,2075555,2075822,0,0,0,0,0,0,0,0,0,RPL7P2
chr11_1256,1,chr11,102576832,102625332,0,0,0,0,0,0,0,0,0,MMP20
chr18_422,1,chr18,77249848,77277900,0,0,0,0,0,0,0,0,0,GALR1
chr20_33,1,chr20,2101827,2177038,0,0,0,0,0,0,0,0,0,STK35
chr19_59,1,chr19,1407569,1435687,218,13,218,0,0,0,0,107,111,DAZAP1
chr11_1257,1,chr11,102691487,102705769,0,0,0,0,0,0,0,0,0,MMP27
chr18_423,1,chr18,77435253,77437242,0,0,0,0,0,0,0,0,0,BDP1P
chr20_34,1,chr20,2296001,2341079,0,0,0,0,0,0,0,0,0,TGM3
chr11_1258,1,chr11,102711796,102727050,0,0,0,0,0,0,0,0,0,MMP8
chr19_60,1,chr19,1438358,1440495,0,0,0,0,0,0,0,0,0,RPS15
chr18_424,1,chr18,77863464,77863567,0,0,0,0,0,0,0,0,0,RNA5SP461
chr20_35,1,chr20,2380901,2432753,0,0,0,0,0,0,0,0,0,TGM6
chr11_1259,4,chr11,102746968,102843609,0,0,0,0,0,0,0,0,0,WTAPP1;MMP10;MMP1;MMP3
chr18_425,1,chr18,77970637,77993731,0,0,0,0,0,0,0,0,0,LINC01029
chr20_36,1,chr20,2461634,2470853,0,0,0,0,0,0,0,0,0,SNRPB
chr11_1260,1,chr11,102862736,102874982,0,0,0,0,0,0,0,0,0,MMP12
chr18_426,1,chr18,78036739,78036845,0,0,0,0,0,0,0,0,0,RNU6-655P
chr20_37,1,chr20,2481817,2524702,0,0,0,0,0,0,0,0,0,ZNF343
chr19_61,2,chr19,1446302,1479219,1242,68,1242,0,0,0,0,606,636,APC2;C19orf25
chr11_1261,1,chr11,102880492,102880846,0,0,0,0,0,0,0,0,0,BOLA3P1
chr18_427,1,chr18,78976555,78979074,0,0,0,0,0,0,0,0,0,LINC01896
chr20_38,1,chr20,2536573,2643580,0,0,0,0,0,0,0,0,0,TMC2
chr11_1262,1,chr11,102903892,102903953,0,0,0,0,0,0,0,0,0,RNU7-159P
chr18_428,1,chr18,78979818,79002677,0,0,0,0,0,0,0,0,0,SALL3
chr19_62,1,chr19,1481428,1490752,266,20,266,0,0,0,0,131,135,PCSK4
chr20_39,7,chr20,2652593,2658393,0,0,0,0,0,0,0,0,0,NOP56;MIR1292;SNORD110;SNORA51;SNORD86;SNORD56;SNORD57
chr11_1263,1,chr11,102942995,102955732,0,0,0,0,0,0,0,0,0,MMP13
chr18_429,1,chr18,79069285,79378287,0,0,0,0,0,0,0,0,0,ATP9B
chr20_40,1,chr20,2658395,2664219,0,0,0,0,0,0,0,0,0,IDH3B
chr19_63,1,chr19,1491166,1497927,136,8,136,0,0,0,0,57,79,REEP6
chr11_1264,1,chr11,103050686,103092194,0,0,0,0,0,0,0,0,0,DCUN1D5
chr18_430,1,chr18,79395856,79529325,0,0,0,0,0,0,0,0,0,NFATC1
chr20_41,1,chr20,2692780,2760108,0,0,0,0,0,0,0,0,0,EBF4
chr11_1265,7,chr11,103109410,103479863,0,0,0,0,0,0,0,0,0,DYNC2H1;MTCO3P15;MTATP6P15;MTCO2P15;MTCO1P15;MTND2P26;MTND1P36
chr18_431,1,chr18,79679803,79754503,0,0,0,0,0,0,0,0,0,CTDP1
chr20_42,1,chr20,2780614,2781041,0,0,0,0,0,0,0,0,0,RPL19P1
chr11_1266,1,chr11,103849906,103849980,0,0,0,0,0,0,0,0,0,MIR4693
chr19_64,2,chr19,1505022,1536046,520,39,520,0,0,0,0,247,273,ADAMTSL5;PLK5
chr18_432,1,chr18,79797938,79900184,0,0,0,0,0,0,0,0,0,KCNG2
